client_id,Delinquent90,MonthlyIncome,Age,NumberOfOpenCreditLinesAndLoans,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfDependents,NumberRealEstateLoansOrLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate
100,0,397.1589242115714,58,13,0.157592251742346,1.4233281326078724,4,1,3,1,0
799,0,406.37432916223554,80,4,1.6840508532400718,1.1235963973469638,0,3,1,1,1
89,0,1384.4686969973966,50,3,1.1347215794655323,0.8140619387795285,2,0,1,0,2
238,0,12226.524251557286,56,11,1.4989909912282653,0.09166599204559667,4,0,0,2,2
787,0,4153.1561121327195,91,8,1.568926600261653,0.5410066811535471,0,2,2,0,0
444,0,1881.896694646574,59,4,0.4560263784810291,0.46978433322011126,4,2,2,2,2
463,0,1959.617879824826,79,13,0.277225367676002,0.5155072356095033,0,2,3,2,1
361,0,1017.4998956793905,92,3,1.6624864297632287,0.24400171480917857,2,3,2,0,2
713,1,624.5420024542427,48,12,1.2159628207125093,1.4143181839827517,4,3,4,1,1
429,1,1916.25139035996,62,7,1.3518019651499378,1.262440961194306,1,0,0,2,2
12,1,2282.732395217905,77,1,0.8087513124218656,1.0275783545205934,3,0,4,1,2
630,1,712.9026946407947,75,7,1.4428401689504988,1.4474289924937334,1,2,3,2,0
479,1,2851.7292494456347,51,11,0.1016829896748563,0.6806572903954274,1,3,4,2,1
95,1,8678.731830746081,78,9,0.987640460255303,1.0072724767127381,1,2,1,2,1
336,0,2428.6349062915356,63,2,0.4085892837864793,0.20716814360375224,4,0,2,0,2
438,0,2231.6725380619805,92,13,0.7319091417102078,1.1790562518516225,4,3,1,0,1
298,0,7868.121649594209,81,13,0.7686132022888233,1.2303189234531366,3,3,0,0,0
763,0,2894.0313364543267,51,5,1.3153713149235244,0.2716170305996034,2,2,1,1,0
565,0,1383.8376545747676,89,11,1.0230008998130926,1.0669538667502756,3,0,2,1,1
216,1,1725.4984872602745,56,2,0.4357194881675729,0.26093133857818324,4,1,4,1,1
49,0,867.6453520728348,85,6,1.0948252972184365,0.27392996299591804,0,2,0,1,1
433,0,1474.3512392611565,77,4,1.5048979349536056,1.3177804268897977,4,3,2,2,0
188,1,861.7504762124561,68,6,0.8668532733666406,1.1814504689667937,2,3,4,0,0
735,0,1034.875712419176,71,3,1.3937366740685442,1.1087936397868206,2,0,0,2,1
196,1,2865.9682208119,91,11,0.2508486381134115,0.961077273323661,3,3,2,1,1
546,1,1608.1865155219348,54,3,0.6514896290407287,0.6518962101836703,3,3,2,1,1
358,0,2896.467257703124,77,7,1.24606021439974,0.8007690572852665,4,2,1,0,2
177,1,3015.9389868256953,53,12,1.560242624478832,1.548601468263476,3,1,2,1,2
265,0,5259.50527235368,65,4,1.469888834296058,0.31246992548924074,0,0,2,2,2
369,0,12754.995273071345,53,2,1.7847004217300306,1.4080579883054958,3,1,4,0,1
617,0,3712.457984159628,92,1,0.2556517184299671,0.5830068276630079,0,0,1,2,1
126,1,969.5370543461426,90,8,1.6528372216822087,0.558142512437514,2,0,2,0,0
378,0,732.7812864248857,48,3,0.5415618285472827,0.6380631350522276,2,2,1,2,0
467,0,3670.35942683188,88,4,1.0467873260628655,1.4711886424948,1,1,0,0,2
624,0,1582.168560274787,64,1,0.634063309733182,1.5269858837153916,0,0,1,1,1
397,0,5888.887305416408,92,3,0.7005922340428096,0.5065617428894144,1,1,2,1,0
99,1,379.28966979219507,91,3,0.9476200652666148,1.503037008501524,1,3,4,2,1
369,1,12754.995273071345,53,2,1.7847004217300306,1.4080579883054958,3,1,4,0,1
463,0,1959.617879824826,79,13,0.277225367676002,0.5155072356095033,0,2,3,2,1
199,0,1750.235127013529,70,11,1.7161302304981256,0.5289338909856416,3,0,1,2,0
565,0,1383.8376545747676,89,11,1.0230008998130926,1.0669538667502756,3,0,2,1,1
558,0,3424.9906574057654,84,11,0.5215098858235041,0.9417355336571198,2,1,2,0,2
546,1,1608.1865155219348,54,3,0.6514896290407287,0.6518962101836703,3,3,2,1,1
245,1,3131.7717451772187,74,7,1.5987492761128674,1.3622697358951368,3,2,0,2,0
29,0,778.8965081562401,51,13,1.3874940356578616,1.0861581850974698,2,3,1,2,1
542,0,3427.0711156491584,91,11,1.4852891025651336,1.3194092476681616,1,1,3,2,2
141,1,8494.824991092386,80,12,0.8428817901294681,0.7986069565600087,3,3,4,0,2
466,0,1255.7870118841838,80,6,0.7977505050442594,1.0356035670917367,4,1,1,1,2
487,0,1762.7235723369695,77,11,1.7003237321594196,0.4022613379652954,2,0,0,2,0
672,1,1551.917902215741,59,8,1.4867981397122032,1.5563821557080613,1,2,1,2,0
215,0,297.6351463153853,51,7,0.9402416205801664,1.1697810858537347,1,2,3,1,2
244,1,5495.999736425954,80,7,0.5947855991661051,0.9709936519465162,1,1,2,2,1
361,0,1017.4998956793905,92,3,1.6624864297632287,0.24400171480917857,2,3,2,0,2
179,1,537.1468315499949,78,5,1.674509733667268,1.184168989088139,4,3,2,1,1
715,1,691.4397423859962,46,4,1.1751585989743367,0.34184312070558354,0,1,2,0,1
49,0,867.6453520728348,85,6,1.0948252972184365,0.27392996299591804,0,2,0,1,1
690,0,1195.2845604568543,64,13,1.587199362265892,0.4903886082921787,3,3,1,1,0
453,0,292.5621382624223,90,1,0.6454227230976891,0.3238261304016423,1,3,0,1,2
2,0,2054.4562179992577,84,6,1.3802245651548664,1.3486038902675166,0,3,3,2,0
212,0,2179.8462580996656,77,5,0.9378242601169298,0.36366459923178607,3,0,0,0,1
411,1,553.4155046781514,64,1,1.5845078918015971,1.0369368982604015,3,2,1,2,1
774,0,3905.7317663049917,78,13,1.2526196420920537,0.0720883824032515,1,0,4,0,0
743,0,414.2310484414769,80,11,0.2082281018420681,0.0668434284553026,1,1,2,2,0
712,1,889.7157331014513,69,7,1.3089767569300677,1.2828844724612345,0,3,0,0,2
279,0,258.765050488494,50,7,0.6803434401080278,1.337441782099198,0,2,1,2,2
749,0,470.0416482758995,69,4,0.4124465187553841,1.3225995407913598,2,1,0,0,1
377,1,1261.9496347744848,62,1,0.97388193326607,0.7196665356121361,2,2,4,2,0
534,0,568.6802252597832,66,3,1.2336165856737649,0.08103782923863588,0,1,4,0,0
296,0,2888.3565887698674,72,8,1.4934189732097771,1.529458167476956,2,3,0,0,1
258,1,4677.468020402717,70,9,0.2801020068846346,0.16450549114799123,0,1,3,2,1
643,0,655.0162304715966,51,3,0.8605529237670039,0.4156300499097413,3,0,2,0,0
22,1,1541.1643176820132,89,12,1.4010460806956822,1.5161935464703804,0,1,0,2,1
351,0,565.6710067663064,74,10,1.330820828713392,0.3210804996187192,0,2,0,1,1
423,0,3503.8861960948752,74,11,1.724962908121173,0.14222858593652632,1,0,4,1,1
723,0,2891.074244943957,76,3,0.8721043198938577,1.4998629108821842,3,1,3,1,0
47,0,476.1315755097706,77,8,0.7872699757617632,0.49605051537571493,4,2,3,0,0
152,0,1449.1155329298722,75,9,1.1943587912212643,0.274672388052923,4,1,1,0,2
405,1,1564.734559416636,52,1,0.5161005740453871,1.3794040363400792,4,1,4,0,2
331,0,891.6449980770251,68,4,0.6078904200584749,0.3675948667229489,2,0,2,0,0
527,0,763.4071014293279,75,1,1.0998487917939193,1.5532193865125374,1,2,1,1,0
335,0,5204.788900248499,53,2,0.8820637243354614,0.9834977121101701,0,1,0,0,1
370,1,520.4326816105294,84,8,0.3750301782468517,1.204985559870625,3,3,3,2,1
505,1,1580.93736342259,58,5,1.2029173366105426,1.2608062640919357,2,0,4,1,1
467,0,3670.35942683188,88,4,1.0467873260628655,1.4711886424948,1,1,0,0,2
399,1,360.6387200429755,59,8,1.409672151408256,0.7262596199665002,2,0,1,1,1
197,0,6428.897162187668,54,7,0.791654926964405,1.372470251052009,2,2,3,2,0
203,0,3318.0813124938654,58,10,1.380882917041781,0.2801267663141199,3,3,2,2,0
586,0,1709.6825311713424,60,1,0.2032022138232499,0.3303723407432664,0,2,3,0,0
685,0,2156.617223645433,85,2,0.6376681412144564,0.5782222312564671,3,1,1,1,2
432,1,633.0559646709692,50,6,0.8867581942885345,1.1086905720480627,0,2,1,0,2
409,0,603.7224379382612,75,11,0.3817800096319993,1.558661572058987,2,1,0,2,0
551,0,4152.527502720628,61,1,1.4203707497937934,0.2902560958507941,4,0,2,2,0
181,1,813.850645372074,61,7,1.521539576628218,1.4007027263483058,2,0,2,2,1
552,0,5563.26062696673,86,3,0.3515097526180094,0.3354853450851478,1,3,4,2,0
688,0,3888.08731519774,90,2,1.029582882408868,1.1891848667544986,4,0,1,0,0
181,1,813.850645372074,61,7,1.521539576628218,1.4007027263483058,2,0,2,2,1
790,0,300.0747005436615,67,5,0.4315500949962064,0.3884517643619751,2,3,0,2,0
210,0,1224.1929421543068,57,2,1.6072974488172964,1.1029223412861153,2,2,4,0,0
21,0,5976.617404630141,46,11,0.4365672689087421,0.5950163223541531,0,1,3,0,0
534,0,568.6802252597832,66,3,1.2336165856737649,0.08103782923863588,0,1,4,0,0
159,0,7962.400617342494,73,12,0.1526911404179285,1.2141280004168973,3,3,2,1,0
418,0,1034.076273148455,79,6,0.838827098657641,0.3613153196832823,2,0,0,1,2
445,0,1036.721037648831,92,2,1.0992972802673495,1.1263075224355494,2,3,2,1,1
786,1,2264.430787417595,90,7,1.335918540134304,1.2806732220010686,4,1,3,0,1
300,0,5694.232683714966,71,9,1.2708787616918638,1.2295995500943029,1,2,4,0,0
300,1,5694.232683714966,71,9,1.2708787616918638,1.2295995500943029,1,2,4,0,0
696,0,2998.357808341513,53,10,0.242055454652413,1.1747653343798752,3,1,0,1,0
319,0,1911.984401684208,70,1,1.04602635386835,1.4835426004394339,4,2,0,2,0
337,0,1780.3526185060362,72,12,1.0003629096311224,1.1499448642657832,2,0,0,0,0
441,0,694.3149496737705,87,11,0.8360969657886835,0.2970434236994309,4,1,3,2,1
403,0,728.3966327397166,67,13,1.112958516242675,0.23032967443918512,0,1,0,1,2
471,0,1417.0725398388536,76,9,0.8781498173051314,0.773882250576514,4,2,4,0,2
385,0,1625.1675159344281,83,1,1.2762046576000352,1.5400141596618617,4,3,0,0,2
52,0,497.287297170356,48,5,1.1906302456794562,1.241451944365697,0,0,0,0,2
695,1,1569.8390122454664,83,10,0.1807049456362604,0.8566653726511831,0,1,3,2,2
294,1,1672.7537476402445,52,5,1.5872464429687776,1.3261445526386404,0,1,4,2,2
350,0,661.8702947161142,89,1,0.4830054759299667,0.9861677215360612,4,1,1,1,1
315,0,1394.2702390614159,70,2,0.4848758186992679,0.5546058687967554,3,2,2,2,0
468,0,4510.64776731777,61,7,1.6822090080495995,0.28691628993048657,2,0,4,1,2
273,1,769.2806527878417,90,4,0.902197211130132,0.948760005085902,0,2,0,2,0
67,0,456.2129804341756,77,3,1.1088756634029546,0.5194053966036052,1,1,3,2,1
39,0,3328.9006879244366,58,5,1.3854053765632264,1.066371922050353,0,2,0,0,1
606,0,1301.493244721179,52,5,1.102974877813123,1.36086815020158,3,0,2,0,0
688,0,3888.08731519774,90,2,1.029582882408868,1.1891848667544986,4,0,1,0,0
61,0,1640.698246987615,74,11,1.2543876456895882,0.7692888281839831,1,3,1,1,0
244,0,5495.999736425954,80,7,0.5947855991661051,0.9709936519465162,1,1,2,2,1
15,1,3777.928873662556,54,5,0.2823879977903357,0.4047218890682414,0,3,2,0,0
602,0,1862.1431313418125,47,13,0.5162530702293171,1.4154751685862594,0,0,4,2,0
515,0,972.9154626825122,55,12,0.3634748027802964,0.32362669556143264,3,1,2,0,2
326,1,1340.3886910125393,62,13,1.4340051456198522,1.2675657827808806,1,3,0,0,2
76,1,2599.099047992959,53,10,0.3431125822548547,0.5039226678611919,1,1,2,0,2
681,0,1658.981638341179,62,6,0.2936423331923375,0.36695866134472843,1,2,4,0,0
547,0,1907.1004265917652,89,13,1.457196381691764,0.18467367905104654,0,1,2,2,2
399,1,360.6387200429755,59,8,1.409672151408256,0.7262596199665002,2,0,1,1,1
271,1,1399.0302528581315,55,9,0.8603686677440575,0.32608899904909977,1,0,4,2,1
348,0,2564.338712304583,46,2,0.9449439385697198,0.9471634635606722,3,1,2,0,2
682,1,1432.2968623189834,61,1,1.2208341330579695,0.09141482759486871,3,0,1,1,2
302,0,3067.3146375629963,79,3,0.7593688426404549,0.8664217137417177,0,2,1,0,0
63,0,665.653025888671,72,13,1.1068674157554874,1.208673291836958,2,1,2,2,1
527,0,763.4071014293279,75,1,1.0998487917939193,1.5532193865125374,1,2,1,1,0
149,0,2992.7386904419436,79,4,0.5997328005717707,0.09731005942109387,4,1,0,2,1
579,0,427.75914715711156,67,12,1.5876698250045034,0.5741832394093287,0,2,2,1,0
383,0,678.7773519597781,81,3,0.6973984473792147,0.7816574983661877,4,0,4,0,1
64,0,882.4385803546445,70,10,0.4769545789830682,1.0139038884008833,0,2,2,1,2
639,1,525.6209253403372,87,7,1.180420198054233,1.3588575393432156,4,3,0,2,2
746,1,8400.481642638711,61,7,1.349636755245174,0.5629757707109035,4,1,3,0,2
50,0,392.51187169113246,54,9,1.217467735006235,0.36386276270028683,4,1,4,1,0
700,0,2343.3114012509564,58,3,1.7204464166647024,0.42585123213186105,4,3,1,1,2
787,0,4153.1561121327195,91,8,1.568926600261653,0.5410066811535471,0,2,2,0,0
89,0,1384.4686969973966,50,3,1.1347215794655323,0.8140619387795285,2,0,1,0,2
472,1,498.4287488156981,64,10,0.1344439179470365,0.2432302016656282,1,0,4,1,1
305,0,671.818541705426,57,2,0.8962890433466446,0.7568850515623061,1,3,1,2,2
326,0,1340.3886910125393,62,13,1.4340051456198522,1.2675657827808806,1,3,0,0,2
489,0,1349.0120589200144,46,12,0.3156598715349186,0.9108289911457218,2,1,0,0,1
504,0,3600.473514756142,86,13,0.7445126038556324,0.8428112965371508,2,3,3,2,0
358,0,2896.467257703124,77,7,1.24606021439974,0.8007690572852665,4,2,1,0,2
763,0,2894.0313364543267,51,5,1.3153713149235244,0.2716170305996034,2,2,1,1,0
708,1,1576.4020922230357,60,3,0.417376601078151,0.7203874565833683,1,0,4,0,2
168,0,6766.820693631566,49,8,1.213493071142489,0.5391226447699594,4,3,1,1,1
648,0,718.2272626118898,53,8,1.6617298456042018,1.0775446620497737,3,0,0,2,0
126,0,969.5370543461426,90,8,1.6528372216822087,0.558142512437514,2,0,2,0,0
42,1,841.5414516252521,67,6,0.4440889751563959,1.1118963274933624,0,0,0,2,2
244,0,5495.999736425954,80,7,0.5947855991661051,0.9709936519465162,1,1,2,2,1
363,0,325.77566738861765,84,10,0.636799612338355,0.19612497280659869,1,3,0,2,2
47,0,476.1315755097706,77,8,0.7872699757617632,0.49605051537571493,4,2,3,0,0
3,0,3119.1438941982988,60,7,1.617320541151648,1.107565203443749,2,1,2,0,1
231,0,527.5450956386412,90,7,0.9441603251502186,0.6915759073778742,2,1,3,2,2
193,1,687.7431990751942,59,2,0.3114976608350906,1.3075134448267347,1,2,0,0,0
413,0,1023.9469430527066,89,3,0.167908991549965,1.4060649313504547,0,0,4,0,2
574,0,2111.669701208665,56,6,0.9597319890720122,1.3387631977373478,0,3,0,1,2
133,0,1797.1448239774827,86,5,0.1280197410134669,0.5835703577795814,2,1,0,2,1
386,0,5214.901859563075,84,10,1.2676442618029935,1.138051552825447,2,3,1,1,0
762,1,5007.866509626178,91,7,0.3423711799560934,0.13582415990819535,4,0,0,1,0
611,0,1677.5612929172946,82,11,1.6118131463042629,1.0428831021761233,4,3,2,1,0
707,1,332.1912808026355,53,3,1.1989259646990795,1.2368170435166916,0,3,1,2,1
42,0,841.5414516252521,67,6,0.4440889751563959,1.1118963274933624,0,0,0,2,2
258,1,4677.468020402717,70,9,0.2801020068846346,0.16450549114799123,0,1,3,2,1
497,0,924.2850747287472,86,12,0.4468223491418695,1.0008886590068802,0,0,3,1,1
746,1,8400.481642638711,61,7,1.349636755245174,0.5629757707109035,4,1,3,0,2
86,0,746.528180064249,66,8,1.413259870238103,1.1449272291416932,2,0,1,0,0
107,0,1577.7012455368508,88,10,1.6930066322954924,0.47200113495851265,3,3,3,0,2
331,0,891.6449980770251,68,4,0.6078904200584749,0.3675948667229489,2,0,2,0,0
265,0,5259.50527235368,65,4,1.469888834296058,0.31246992548924074,0,0,2,2,2
750,0,436.39978806079034,71,11,0.1014018486189651,0.45422107240579873,1,1,3,1,0
666,0,3071.272028215162,78,13,0.7964918301332907,1.2721102509345412,2,1,4,1,0
441,0,694.3149496737705,87,11,0.8360969657886835,0.2970434236994309,4,1,3,2,1
592,0,1174.657987067524,59,12,0.6262239638339666,0.5247649332690753,2,3,0,0,0
744,0,2104.5086849598806,73,11,1.505913624833599,0.8247101969402483,3,0,3,0,2
62,0,4101.697243612209,54,7,0.2536937334022259,0.9100279791893773,4,2,2,2,1
48,1,2209.0684830165433,91,7,1.0910630455114534,1.0853307784425883,1,3,3,0,1
139,0,10392.487197834927,55,9,0.9665489217899548,0.18868134988404558,4,3,2,2,1
489,0,1349.0120589200144,46,12,0.3156598715349186,0.9108289911457218,2,1,0,0,1
447,0,1946.0743485675475,70,3,0.2091550476612895,0.979257690935719,2,0,1,1,0
634,1,1912.246319738349,73,13,1.7751197556859777,0.1378042161092076,0,2,0,0,0
677,0,1876.001710488433,48,8,1.1386297533083876,0.8078903112148723,3,2,4,0,1
203,0,3318.0813124938654,58,10,1.380882917041781,0.2801267663141199,3,3,2,2,0
387,0,252.61681884999976,55,5,1.016586097006896,1.4870360167057426,4,2,0,2,0
718,0,1119.9590919170048,85,11,0.5600381818318296,1.0411185792131776,2,1,0,0,1
484,0,449.00789781548644,52,7,1.0322761512590208,0.11890945224465867,2,1,1,2,1
703,0,3086.121097071329,87,7,1.393426028546052,1.372099976109757,3,1,2,0,2
13,1,3013.8924594402183,78,6,1.0136438747017602,1.2950286118398906,4,2,3,2,1
146,0,2508.034523352494,92,6,1.7488842011846748,0.5606956510271155,4,3,3,1,1
169,1,1564.772338223533,55,7,1.7924440092958196,1.4895845956292686,4,0,4,0,2
339,1,2072.57765163637,55,3,1.0780014194684535,1.4642300349374358,1,1,1,2,1
487,1,1762.7235723369695,77,11,1.7003237321594196,0.4022613379652954,2,0,0,2,0
214,0,496.8640595154612,87,2,0.5609344065996537,1.1345336587756234,3,0,0,1,2
97,0,1578.2202899779763,53,8,0.4599598747194123,0.1960366293775709,3,0,4,2,0
663,0,2624.547003512917,70,4,1.600775864645786,0.19179332889746575,4,2,0,1,1
88,0,4072.783514632405,90,13,0.288395308487797,0.3061013096552346,1,0,2,0,2
657,0,5802.824171795804,76,5,0.3578283049250558,0.5119207584227637,2,3,0,0,1
85,0,400.96243878236623,70,9,0.7516827487978635,0.19962155185958438,1,1,1,1,1
468,0,4510.64776731777,61,7,1.6822090080495995,0.28691628993048657,2,0,4,1,2
522,0,1396.4244123911283,73,3,0.3737776607938978,0.294651284095649,4,0,0,2,1
523,0,2258.8377414649767,74,2,1.2460453115183283,0.9632564098778958,2,1,2,2,2
795,0,2857.9253000737867,76,3,0.7596910304138209,0.5829855898337354,0,0,0,1,0
533,0,2030.2397044247955,64,6,1.5992422691361767,1.0231285087063082,2,2,2,2,2
567,0,975.3603935388008,85,4,0.5818914354137078,0.15187218017356371,3,2,1,2,2
128,0,784.959064692748,66,6,1.509448891671035,0.21958743674521472,2,2,0,1,1
152,0,1449.1155329298722,75,9,1.1943587912212643,0.274672388052923,4,1,1,0,2
194,1,2759.64445072502,68,1,0.602164351006746,0.29416005335361856,4,0,1,1,1
554,0,4183.822749823152,79,6,0.9803935786365832,0.1317503880165469,4,3,1,0,2
13,1,3013.8924594402183,78,6,1.0136438747017602,1.2950286118398906,4,2,3,2,1
442,0,879.1421496283768,81,4,0.8450052070488749,1.1632585324430664,4,0,3,2,2
110,0,324.32316337017653,62,7,0.886420103208374,0.7463855533012486,3,1,0,1,0
78,0,396.35063708692155,89,11,0.734752023539747,0.8977630677502111,1,3,0,2,0
644,0,3746.4363609647,79,13,1.3741754618150597,0.9947371711959925,0,0,0,2,0
211,1,5629.27201763469,76,7,1.492740955451977,0.933769330785249,3,2,4,2,2
18,0,1360.8789952441907,51,7,0.2145363187261106,1.3023086021289099,4,1,1,2,0
67,0,456.2129804341756,77,3,1.1088756634029546,0.5194053966036052,1,1,3,2,1
302,0,3067.3146375629963,79,3,0.7593688426404549,0.8664217137417177,0,2,1,0,0
182,0,968.1920893732788,47,10,0.2304587251514853,0.8406932487777413,4,2,1,2,0
152,1,1449.1155329298722,75,9,1.1943587912212643,0.274672388052923,4,1,1,0,2
274,0,2289.5564032019856,65,10,1.089398518885904,1.082668217565262,0,3,4,0,0
597,0,2064.2565881517558,86,10,0.457148110500007,1.0124858107385482,1,1,1,0,0
308,0,2609.229075258861,47,5,0.3896655655696623,0.4633626596637648,3,2,3,0,2
707,1,332.1912808026355,53,3,1.1989259646990795,1.2368170435166916,0,3,1,2,1
38,0,2624.912662345022,54,5,0.8431176717396612,0.40422947683107174,2,1,4,2,0
781,0,3201.817899019635,67,7,0.5374621682314714,1.4385965529495077,0,2,0,0,1
242,1,375.0785725741367,84,13,1.0772773714471482,0.4127979092398183,2,0,1,1,2
228,0,3800.3417984859434,74,1,0.5905401118336185,1.0127927919632222,3,2,3,2,1
162,0,898.7995988195811,46,5,1.3694439152246791,0.40916991638784683,3,3,3,0,1
178,1,8379.983552619158,60,13,0.3078922132447917,1.3980575130510962,2,2,4,2,1
134,0,4270.533134532082,86,3,1.7287573845731046,0.9484186597647181,0,3,4,0,2
71,1,3230.657090886176,72,2,1.5689842014860873,0.675750322368331,3,0,0,1,2
127,1,1846.6976317201515,72,11,1.6342329446189616,0.2810636623547401,2,3,4,0,0
660,1,3661.0934922130205,47,9,1.1162248790710647,0.4758634508788251,0,3,1,1,2
566,0,581.6495480857398,60,4,0.6447733054578737,1.205540013464096,3,1,1,2,2
610,0,1609.4807172220835,78,1,0.5979910410565231,0.8918901846048564,1,3,1,0,0
371,0,2389.350234951089,89,8,1.4591714297209888,0.4694497366607126,0,1,0,2,0
458,1,1487.944158943429,64,7,1.37124252934933,1.237201017770405,4,3,3,1,0
405,1,1564.734559416636,52,1,0.5161005740453871,1.3794040363400792,4,1,4,0,2
671,0,1787.6310407617325,60,10,1.7388232940116548,0.9244335347864352,3,1,2,0,2
79,1,489.7722987239858,70,12,1.7050442000296668,1.2369278226140883,2,3,0,2,2
341,0,5639.269841766734,57,2,1.5354946440814743,1.4985259676340752,3,1,0,1,1
200,1,1584.2209140345471,48,7,0.799045400983117,1.2272202331705602,1,3,4,2,2
10,1,555.9425511720694,82,11,1.259223038614025,0.619343046227709,0,2,2,2,1
31,0,437.00103354862324,88,7,1.3211959573943637,1.5114270499891436,1,0,2,0,1
745,0,1301.7292508597761,58,10,1.1871405403338968,0.7968054997282761,0,0,2,2,0
117,0,3505.494378599536,63,9,0.4853877082550082,1.1405971191466504,3,0,2,1,0
678,0,1754.1747105957147,63,6,1.13497327564951,0.2658785354030269,1,2,1,0,1
238,0,12226.524251557286,56,11,1.4989909912282653,0.09166599204559667,4,0,0,2,2
492,1,4543.569821712276,83,12,1.1500224082889934,1.0403874194989422,3,2,1,0,2
276,0,1051.915418076227,56,13,0.9026455667350984,0.5403966899433139,0,0,4,1,0
693,0,1880.107820731484,81,3,1.739788047541729,0.5513873821224322,0,0,1,0,2
419,1,3883.0231965101984,67,7,1.6696313559274327,1.4264041495606734,4,0,3,0,0
251,1,470.9240974698572,57,8,0.8142768526918857,1.3618984944697257,1,1,4,0,1
655,0,1689.1818927076981,78,13,0.9424091670593232,0.5853069779972239,1,1,2,2,0
124,0,1200.409128658398,71,10,1.6507490786947496,0.1272131899235292,4,3,0,1,2
10,0,555.9425511720694,82,11,1.259223038614025,0.619343046227709,0,2,2,2,1
232,1,1432.549914944956,73,6,1.6091948487136083,1.5095167086540566,2,2,4,0,1
12,1,2282.732395217905,77,1,0.8087513124218656,1.0275783545205934,3,0,4,1,2
140,0,1723.0631571939068,66,7,0.9622232028370792,0.7925542046030497,3,0,1,1,2
476,1,1292.9200317677742,67,7,0.566769413883561,0.7047153044536182,0,3,3,1,2
518,0,1491.6934807520706,71,8,0.1586006878156967,0.08695085112230569,3,1,4,2,2
264,0,3333.8048984739453,85,9,0.9357375683056725,1.4418508563687382,3,3,1,1,1
650,0,255.5290511705957,69,7,1.6071484532326732,0.665026558542315,0,3,4,2,1
602,1,1862.1431313418125,47,13,0.5162530702293171,1.4154751685862594,0,0,4,2,0
631,0,1694.9379623878542,49,10,0.2095776351733448,1.2947617204730604,1,0,1,0,0
368,1,2714.258638423768,85,4,1.5299041096573465,0.563788448700716,4,2,2,2,2
772,0,2592.7562090832976,48,13,1.3082946095372805,0.9473420972353586,2,0,2,0,0
170,1,2634.0539177555856,61,5,0.1268655065776035,0.49992216801947736,4,2,4,2,1
184,0,485.400752877817,80,8,0.1066200488479254,1.219158586005927,3,2,1,2,0
585,0,1232.0225912573414,59,8,0.5101988678722014,1.0080941993452899,1,2,3,1,1
223,0,456.3712486570268,87,6,1.6841012943520364,1.4936567692852196,4,0,4,1,1
