client_id,Delinquent90,MonthlyIncome,Age,NumberOfOpenCreditLinesAndLoans,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfDependents,NumberRealEstateLoansOrLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate
47,0,952.2631510195412,52,8,0.7872699757617632,0.3815773195197807,4,2,3,0,0
48,0,4418.1369660330865,66,7,1.0910630455114534,0.8348698295712218,1,3,3,0,1
49,0,1735.2907041456697,60,6,1.0948252972184365,0.21071535615070627,0,2,0,1,1
50,0,785.0237433822649,29,9,1.217467735006235,0.27989443284637455,4,1,4,1,0
51,0,4230.792896883133,21,11,1.3243672493045284,0.058466610213656345,0,2,4,2,1
52,0,994.574594340712,23,5,1.1906302456794562,0.9549630341274591,0,0,0,0,2
53,0,9851.688997061758,48,12,1.4434133641620395,0.8145784850808369,4,1,2,1,2
54,0,879.6280592314633,28,3,1.1620930789638058,0.8609401854202853,2,2,4,0,0
55,0,6620.566625513847,31,4,1.0137630263132476,0.947838385675263,2,0,2,0,1
56,1,4976.29185060603,60,5,1.1305339291092784,0.5777531418690909,3,2,4,0,2
57,0,731.444389568455,62,13,0.272028723480665,0.7040523753458278,3,2,4,0,1
58,0,2456.986474068765,60,2,0.564366119233384,0.21076654784680604,3,1,2,1,0
59,0,8114.219934731362,32,6,0.996579627118823,0.18170958456636946,0,0,0,1,1
60,0,1234.0294983851004,50,6,1.584078266182902,0.8186634060590423,2,2,1,1,0
61,0,3281.39649397523,49,11,1.2543876456895882,0.5917606370646024,1,3,1,1,0
62,0,8203.394487224417,29,7,0.2536937334022259,0.7000215224533671,4,2,2,2,1
63,0,1331.306051777342,47,13,1.1068674157554874,0.9297486860284293,2,1,2,2,1
64,0,1764.877160709289,45,10,0.4769545789830682,0.7799260680006794,0,2,2,1,2
65,0,971.6907791090439,39,10,1.347828151640829,0.6866163107566952,4,1,0,1,1
66,0,11148.410972474892,56,10,1.5066494492648703,0.6930882348572255,1,1,1,2,2
67,0,912.4259608683512,52,3,1.1088756634029546,0.399542612772004,1,1,3,2,1
68,0,13794.186551254508,46,6,1.1053164365779065,0.08544050975313032,4,0,0,0,2
69,0,2667.796176512245,55,8,0.6756054534583839,0.5522249976172167,3,3,1,2,0
70,0,7361.701824513022,56,3,0.858625035974226,0.2967723737424586,4,2,4,0,0
71,0,6461.314181772352,47,2,1.5689842014860873,0.5198079402833315,3,0,0,1,2
72,0,4675.474443874507,33,2,1.329644562644166,1.031413534258391,4,3,2,1,2
73,0,2954.3403597607053,56,11,0.9835812214829333,0.3190304087451418,0,0,1,1,2
74,0,4471.602667018249,54,9,0.7259950566222306,0.11704815294242592,2,2,0,0,0
75,1,2151.4249125498727,67,4,0.1856455550905424,0.373591475825296,1,0,2,2,0
76,0,5198.198095985918,28,10,0.3431125822548547,0.38763282143168615,1,1,2,0,2
77,0,530.2441630445571,40,10,0.4281428222169301,0.8112039919359293,1,2,0,0,1
78,0,792.7012741738431,64,11,0.734752023539747,0.69058697519247,1,3,0,2,0
79,1,979.5445974479715,45,12,1.7050442000296668,0.9514829404723755,2,3,0,2,2
80,1,1274.0803460651973,65,12,0.9587607712598727,0.8139605713764956,4,3,3,0,2
81,0,1679.205897189766,21,3,0.4992282775406928,0.517344890656081,3,0,4,2,0
82,1,8228.847545304394,22,11,0.2797752336845739,0.9861234423659397,1,0,0,2,2
83,0,16525.428653301788,58,6,0.6751193918250389,0.2420188578938595,2,3,1,0,2
84,0,1390.9845067560032,37,6,1.4867420804367966,0.07611888410393955,2,3,1,1,1
85,0,801.9248775647325,45,9,0.7516827487978635,0.15355503989198802,1,1,1,1,1
86,0,1493.056360128498,41,8,1.413259870238103,0.8807132531859178,2,0,1,0,0
87,1,5616.506143515431,40,6,1.464598459415694,0.5811588147890955,3,2,0,0,2
88,0,8145.56702926481,65,13,0.28839530848779704,0.23546254588864204,1,0,2,0,2
89,0,2768.937393994793,25,3,1.1347215794655323,0.626201491368868,2,0,1,0,2
90,0,2601.9921050680273,57,2,1.7304633077308882,0.22515891812014366,3,3,1,1,2
91,0,4388.815747114679,62,1,0.7836347273360417,0.8507684313393964,2,1,1,1,0
92,0,5936.033265164573,51,11,0.18660495130513788,0.5630797169101353,1,0,4,0,1
93,0,3942.4820708778766,39,6,1.6696145734383936,0.4881744100109548,2,2,3,0,1
94,1,624.6446886169444,28,6,1.602232678673221,0.396738902520058,3,1,2,0,2
95,0,17357.463661492162,53,9,0.987640460255303,0.7748249820867217,1,2,1,2,1
96,1,2655.418471173867,43,6,1.0388303045848164,0.46608450213639896,2,3,4,0,1
97,0,3156.4405799559527,28,8,0.45995987471941235,0.15079740721351614,3,0,4,2,0
98,0,903.5646733618976,37,1,1.4930662844258833,0.18570678743859262,1,2,0,1,2
99,1,758.5793395843901,66,3,0.9476200652666149,1.1561823142319416,1,3,4,2,1
100,0,794.3178484231428,33,13,0.15759225174234606,1.094867794313748,4,1,3,1,0
101,0,3699.9625982102352,29,6,1.2611254259632962,0.8546632038823619,1,3,0,0,2
102,0,767.8353492165141,53,3,1.7158436586646002,0.3557504556784475,2,1,3,1,0
103,0,14041.932475009391,30,5,1.5095558335877755,1.1645528339498823,0,1,0,0,0
104,0,3304.8992158576366,64,5,0.5712368383579176,0.9455635395606637,4,3,0,0,0
105,0,3228.420023677893,61,4,0.19065264438667912,0.8744237175328449,2,2,0,0,1
106,0,8535.338643298102,67,4,1.698597401314907,0.5667657274653569,3,3,2,0,0
107,0,3155.4024910737016,63,10,1.6930066322954924,0.36307779612193286,3,3,3,0,2
108,0,1419.407658072514,32,2,1.005106043511878,0.1608496064765242,1,2,2,0,1
109,0,5210.595424146048,30,5,1.1919395998416096,1.087992756025418,1,0,0,2,0
110,0,648.6463267403531,37,7,0.886420103208374,0.5741427333086527,3,1,0,1,0
111,1,1042.102796980407,43,8,0.8136011240678898,0.28271786951451483,4,3,4,1,1
112,1,4296.2566715474695,62,12,0.3030623410787906,0.40185011777325036,0,2,4,2,0
113,0,570.8156456692677,55,13,0.2644799272138632,0.7161025042831803,4,1,3,0,2
114,0,3911.4749884067364,51,4,0.4956446493495187,0.25328870038011647,4,1,0,1,0
115,1,9132.194386488749,62,8,1.5222892688911254,1.0351064267062318,0,3,4,2,1
116,0,19695.4379989185,51,1,0.347914911250656,0.9222974593104916,0,0,3,1,0
117,0,7010.988757199072,38,9,0.4853877082550082,0.8773823993435772,3,0,2,1,0
118,0,1466.675259600309,40,2,1.0326439008477528,0.5469069957413693,4,3,0,0,0
119,0,2296.2729699759793,45,1,0.46572307073306646,0.7714051668078096,1,1,4,0,0
120,1,1861.2597543330714,25,9,0.37745136402023804,0.7217126642496459,3,3,2,0,2
121,0,1963.784761085891,55,3,1.0576376108865357,0.7973235917880429,4,2,0,0,2
122,0,5350.640750092964,51,7,0.7257585606942463,0.14711096931087245,1,3,1,2,2
123,0,8662.706691048415,55,2,1.1644707859287977,0.5281785124962011,1,2,2,1,0
124,0,2400.818257316796,46,10,1.6507490786947496,0.09785629994117635,4,3,0,1,2
125,0,547.305890292551,57,10,0.356688323439615,0.6180894421311968,1,3,1,2,1
126,0,1939.074108692285,65,8,1.6528372216822087,0.4293403941827031,2,0,2,0,0
127,0,3693.395263440303,47,11,1.6342329446189616,0.2162028171959539,2,3,4,0,0
128,0,1569.918129385496,41,6,1.5094488916710347,0.1689134128809344,2,2,0,1,1
129,1,2412.3132582610538,25,3,1.1731860594203447,0.7257912580043688,1,0,2,2,1
130,0,8079.755415251101,57,2,1.1542493176914306,0.246181913817419,3,0,4,1,0
131,1,1735.5676454491106,63,3,1.1866615218920527,1.1138881361333166,3,1,4,2,2
132,1,3304.6325321913405,53,3,1.2738424370702823,0.7182203106554542,1,0,4,0,2
133,0,3594.2896479549654,61,5,0.12801974101346694,0.4489002752150626,2,1,0,2,1
134,0,8541.066269064164,61,3,1.7287573845731046,0.7295528152036292,0,3,4,0,2
135,0,2663.71197572888,58,8,1.0955263944914857,0.07622445168415212,1,1,4,0,2
136,0,4085.2881254628664,44,2,1.4284919269841168,1.152343095227662,4,0,1,1,2
137,0,2283.9060694780205,25,9,0.7413791264043174,0.6046489524843353,2,1,2,0,0
138,0,2441.8571301191278,21,5,0.12107526365685313,0.9501455113378291,3,0,2,2,2
139,0,20784.974395669855,30,9,0.9665489217899547,0.14513949991080435,4,3,2,2,1
140,0,3446.1263143878136,41,7,0.9622232028370792,0.6096570804638843,3,0,1,1,2
141,1,16989.649982184772,55,12,0.8428817901294681,0.614313043507699,3,3,4,0,2
142,0,2988.254919305797,42,6,0.6775189920755305,1.1285004232212301,3,1,4,0,0
143,1,715.0563936597813,22,4,0.5247043492765274,0.7074872602324866,2,0,1,1,1
144,0,951.4487595789758,30,8,0.9968262866452108,0.5945128112154968,3,2,4,1,0
145,0,663.6610911245014,67,9,0.7379728374789399,0.3570220125556776,1,1,1,2,0
146,0,5016.069046704988,67,6,1.7488842011846748,0.431304346943935,4,3,3,1,1
147,0,4059.3480205572805,38,8,0.39397642320378345,0.6487732628422684,0,2,2,0,2
148,0,1548.3296534976328,58,7,0.6434314649660479,0.5547481793508037,4,3,2,0,2
149,0,5985.477380883887,54,4,0.5997328005717707,0.07485389186237999,4,1,0,2,1
150,0,7678.240604736764,64,5,1.0236255996011268,1.0002357128235113,0,0,3,0,0
151,0,4051.8411845005976,62,12,0.9487764368560514,1.0805848876157316,3,0,1,2,1
152,0,2898.2310658597444,50,9,1.1943587912212643,0.21128645234840238,4,1,1,0,2
153,0,2291.139130238084,39,2,1.7150030099761533,0.6871415650699068,2,1,0,2,2
154,0,1518.6053075464804,50,13,0.5848758453395745,0.17486210230576008,1,3,4,2,0
155,0,3423.75632853621,35,10,1.277711667733494,0.8230761069957834,4,1,0,1,0
156,0,4591.141486238501,37,1,0.14256834510881214,0.37341885141485953,2,3,3,0,2
157,1,3321.5435355830296,49,10,0.5460604036471617,0.808336029895687,0,0,4,2,0
158,0,3685.236905879563,47,8,0.8883235375942077,0.886043806429915,1,1,0,0,0
159,0,15924.801234684988,48,12,0.15269114041792858,0.9339446157053055,3,3,2,1,0
160,0,12398.265587927868,39,7,1.150038082941186,0.17390208784928105,2,0,2,2,1
161,0,2668.8772574929344,40,7,1.2531280342829039,1.103413621908249,1,1,1,2,1
162,0,1797.5991976391622,21,5,1.3694439152246793,0.3147460895291129,3,3,3,0,1
163,0,35303.44368281644,49,5,0.9781766582331208,0.09302443960260674,0,2,2,2,0
164,0,1028.382212176709,48,9,1.1267059304636653,0.6880803398002058,1,3,2,0,2
165,0,5573.902189463828,64,11,0.7733109271734283,0.4765606264418045,2,2,2,2,2
166,0,8089.565651186415,44,12,0.17013015526115632,1.004258204602275,0,3,4,1,1
167,0,588.8581674961928,42,11,0.2699181548166722,0.979489192873947,1,3,3,0,0
168,0,13533.641387263133,24,8,1.213493071142489,0.4147097267461226,4,3,1,1,1
169,1,3129.5446764470666,30,7,1.7924440092958196,1.1458343043302066,4,0,4,0,2
170,1,5268.107835511171,36,5,0.1268655065776035,0.3845555138611364,4,2,4,2,1
171,0,1252.6954875629017,38,10,1.0478919446048507,0.6423156986164716,1,0,4,0,0
172,0,14412.140902336896,38,5,1.3767148799003484,0.3443598541527431,0,0,3,0,1
173,0,8077.254247817364,39,4,1.5055172076235936,1.1264501055563076,4,1,1,1,1
174,1,4909.112771878572,57,12,1.0268483320784882,0.23929899021932086,1,2,3,2,1
175,0,2116.72834750375,27,8,1.1538571663129786,0.10164721230117833,3,1,1,1,1
176,0,5347.777186755908,36,5,1.2844324069667408,0.5503616190034936,0,3,1,1,0
177,1,6031.877973651391,28,12,1.560242624478832,1.1912318986642125,3,1,2,1,2
178,1,16759.967105238316,35,13,0.3078922132447917,1.0754288561931509,2,2,4,2,1
179,1,1074.2936630999898,53,5,1.6745097336672679,0.9108992223754915,4,3,2,1,1
180,0,3225.749698510021,23,7,0.14422958603766903,1.0744113645103035,0,3,1,2,1
181,1,1627.701290744148,36,7,1.521539576628218,1.0774636356525427,2,0,2,2,1
182,0,1936.3841787465578,22,10,0.23045872515148536,0.6466871144444164,4,2,1,2,0
183,1,12981.387674007845,65,13,0.4308679597283679,0.41331840960541194,1,0,3,2,2
184,0,970.801505755634,55,8,0.10662004884792545,0.9378142969276362,3,2,1,2,0
185,0,7640.073161009078,32,11,0.8569363994112692,0.8109104526429252,0,1,2,0,1
186,0,15225.606441773665,30,8,0.6684106854195668,0.4797063882047666,3,3,1,2,0
187,0,603.590992863483,25,12,0.38218794952794644,0.15863666827074255,1,3,1,2,0
188,0,1723.5009524249122,43,6,0.8668532733666406,0.9088080530513798,2,3,4,0,0
189,1,2390.567258381322,56,6,0.7840305013927125,0.3518295933112944,4,3,1,2,2
190,0,1053.888232138213,48,6,1.4050237555878606,1.127335123113846,3,1,0,0,1
191,0,837.2546673981592,62,13,1.618321520319055,0.3271161612565374,2,2,1,1,1
192,1,1718.5751553849566,37,8,1.2093643280040391,0.1911716222732089,0,0,2,2,2
193,0,1375.4863981503884,34,2,0.3114976608350906,1.005779572943642,1,2,0,0,0
194,1,5519.28890145004,43,1,0.602164351006746,0.22627696411816814,4,0,1,1,1
195,0,5487.741678966854,30,7,1.6526411046148757,0.25615855438139995,1,2,0,2,1
196,0,5731.9364416238,66,11,0.25084863811341157,0.73929021024897,3,3,2,1,1
197,0,12857.794324375336,29,7,0.791654926964405,1.0557463469630841,2,2,3,2,0
198,0,885.9061845077299,43,8,1.702257852696918,0.2758998655717592,1,3,4,0,2
199,0,3500.470254027058,45,11,1.7161302304981256,0.40687222383510896,3,0,1,2,0
200,1,3168.4418280690943,23,7,0.799045400983117,0.9440155639773541,1,3,4,2,2
201,1,13350.79186048408,43,12,1.2345747097679556,1.1676003899701124,1,2,1,2,2
202,0,1529.8662946786462,42,9,0.8764675172017983,0.6258523641326936,2,2,3,0,1
203,0,6636.162624987731,33,10,1.380882917041781,0.2154821279339384,3,3,2,2,0
204,0,1393.027053204983,27,11,0.15368826217809747,0.06602673086443178,4,2,3,1,0
205,0,891.5753814961106,23,9,0.34506715316630937,0.3141044344986835,3,1,3,1,2
206,1,4765.228292833738,21,1,1.1441379660241187,0.20159555045449917,3,2,2,1,2
207,0,4687.144184944339,43,6,0.4953388461532081,0.829307474654786,3,2,1,1,2
208,0,14762.034302830365,25,2,1.2322889087575526,0.1901073803228108,1,3,2,1,0
209,0,991.8233028838688,66,7,0.6970789766842072,0.632279421363728,1,1,4,1,1
210,0,2448.3858843086136,32,2,1.6072974488172964,0.8484018009893194,2,2,4,0,0
211,1,11258.54403526938,51,7,1.492740955451977,0.7182841006040377,3,2,4,2,2
212,0,4359.692516199331,52,5,0.9378242601169298,0.27974199940906624,3,0,0,0,1
213,0,6948.3683245736065,44,1,1.4139216480612582,0.974743205109602,0,0,2,0,2
214,0,993.7281190309225,62,2,0.5609344065996537,0.8727181990581718,3,0,0,1,2
215,0,595.2702926307707,26,7,0.9402416205801665,0.8998316045028729,1,2,3,1,2
216,1,3450.996974520549,31,2,0.4357194881675729,0.20071641429091022,4,1,4,1,1
217,0,2133.4856186582056,32,12,1.5635064864856896,0.19231687419789628,3,3,0,2,1
218,0,5403.637144891236,27,10,1.4992149481663053,1.1166969336574837,4,2,3,0,1
219,0,7818.715044807736,34,10,1.633654436295302,0.5072149228986818,3,0,4,0,0
220,0,11680.132615865525,35,3,1.591710868081241,0.3960909955480807,2,0,4,1,0
221,1,12042.411442086308,56,11,1.731313645501141,0.6118716521542633,0,1,1,2,1
222,0,5916.3351294670865,35,9,0.4881715937742741,0.8122938446781197,1,3,0,1,2
223,0,912.7424973140537,62,6,1.6841012943520364,1.1489667456040153,4,0,4,1,1
224,1,2211.2034261022527,57,1,1.071062425298396,0.3794131609143632,1,0,4,1,2
225,0,4042.434978715509,63,7,0.8182416426608586,1.113529693708831,0,0,2,2,0
226,0,13115.381775302501,25,11,1.0526356231453842,0.07858841509419476,1,1,4,1,1
227,0,570.3544533171349,67,1,0.6824240063054723,0.6884777486758483,2,3,0,2,1
228,0,7600.683596971887,49,1,0.5905401118336185,0.7790713784332478,3,2,3,2,1
229,0,1909.0582745729623,67,5,0.5102343745617989,0.1717820143133663,4,1,0,0,0
230,0,1203.074287040884,37,7,0.2401275820771156,0.21139053662349952,4,0,4,0,0
231,0,1055.0901912772824,65,7,0.9441603251502186,0.5319814672137494,2,1,3,2,2
232,1,2865.099829889912,48,6,1.6091948487136085,1.161166698964659,2,2,4,0,1
233,0,11576.765436351323,24,4,1.171258347766454,0.7354489362195287,4,1,2,1,0
234,0,5966.836892031819,40,1,0.985658575684815,1.1229767048402428,0,2,0,0,0
235,0,8850.410453690318,27,1,0.828607961026558,0.9750150529549163,2,3,0,1,0
236,0,4723.049949625309,65,2,0.8894827647392263,0.5874888417885852,2,0,1,0,2
237,0,3618.013993781863,35,9,0.4557714908723166,0.9524779666400155,3,1,3,1,0
238,0,24453.048503114573,31,11,1.4989909912282653,0.0705123015735359,4,0,0,2,2
239,0,8739.674318409248,46,6,0.4372510375785977,0.17551559628059518,3,2,4,2,0
240,1,10777.882806328,40,2,1.318258686436432,1.0038429071151467,3,1,1,2,1
241,0,503.0222178389073,25,6,1.3919745195434594,0.966339651573936,3,1,2,0,0
242,1,750.1571451482733,59,13,1.0772773714471482,0.31753685326139874,2,0,1,1,2
243,0,4830.864624685046,60,4,1.5669748374232084,0.6603850291889115,1,0,2,0,0
244,0,10991.999472851907,55,7,0.5947855991661051,0.7469181938050125,1,1,2,2,1
245,0,6263.543490354437,49,7,1.5987492761128674,1.0478997968424129,3,2,0,2,0
246,0,531.3418358864146,39,5,1.339997781318817,0.7435732309395344,3,0,2,0,0
247,0,6723.83768910927,46,6,1.4578747071949931,0.5244573046647324,1,0,3,1,0
248,1,7745.271483725266,45,7,1.229785506196434,0.4803116499182601,4,1,4,1,2
249,0,19980.775744706774,28,7,1.5387831288829479,0.5397643993295363,4,2,1,1,1
250,0,522.1508860202464,24,10,1.788268066619981,0.7997206794169702,3,1,4,1,1
251,1,941.8481949397144,32,8,0.8142768526918857,1.0476142265151736,1,1,4,0,1
252,1,9171.154345873774,42,1,1.4836566623062695,0.5719814143877446,4,0,4,1,2
253,0,5688.812882423245,28,1,1.3657855911806571,0.33501549739406183,1,2,1,1,1
254,1,2697.8589884002413,26,6,0.8698792817104306,0.3221617174472183,2,3,4,2,1
255,0,3580.8008543537894,61,12,1.6758132995452704,0.9079164222799633,4,3,2,2,0
256,0,4081.9469833867515,38,1,0.770524080273411,0.9890540779374969,2,2,0,2,0
257,0,11744.854321589353,48,1,1.0612920576696039,0.1710697918322437,1,2,1,0,0
258,1,9354.936040805434,45,9,0.28010200688463466,0.12654268549845488,0,1,3,2,1
259,0,3566.992470461159,55,6,0.4838178299126526,0.7335987133199195,1,0,0,1,0
260,0,3206.4331432415374,55,3,1.529183489907393,0.218099230821603,3,1,2,1,0
261,1,2745.5385643240893,34,3,0.7741396288090405,0.9983638190247924,3,2,3,2,0
262,0,4439.918014569654,60,9,0.7699429520059389,0.40688487501268555,1,2,0,2,0
263,0,7599.5441873057525,38,7,0.5181677309240544,0.21545272291681403,0,3,2,0,2
264,0,6667.609796947891,60,9,0.9357375683056725,1.1091160433605678,3,3,1,1,1
265,0,10519.01054470736,40,4,1.469888834296058,0.24036148114556988,0,0,2,2,2
266,0,4663.651545239775,26,7,1.6217790002153574,0.37742809468862587,0,0,1,1,1
267,0,5308.105396204107,56,12,0.2191945344751126,0.2266554044708674,2,1,4,0,2
268,0,3347.1028075388913,22,5,1.0771952431081964,0.1828135732151582,2,3,0,1,0
269,1,10358.37502229687,57,6,0.8943647254169687,0.07432021878690603,1,3,4,2,1
270,0,21183.96452697642,23,3,1.1442791458016832,0.11370472053889913,1,0,3,0,2
271,1,2798.060505716263,30,9,0.8603686677440575,0.2508376915762306,1,0,4,2,1
272,1,6124.9156917120945,49,1,0.7776961954508057,0.11138922252125169,1,2,4,2,2
273,0,1538.5613055756835,65,4,0.902197211130132,0.7298153885276168,0,2,0,2,0
274,0,4579.112806403971,40,10,1.089398518885904,0.8328217058194323,0,3,4,0,0
275,0,6950.773129453021,26,1,0.9516714587540205,0.5026750253568324,1,3,2,0,2
276,0,2103.830836152454,31,13,0.9026455667350984,0.4156897614948568,0,0,4,1,0
277,1,3380.689085274348,63,6,1.4903200269287373,0.6302051725755645,1,0,4,1,2
278,0,15500.169135534896,55,6,1.3676015851043581,1.0562556835697998,2,2,2,1,2
279,0,517.530100976988,25,7,0.6803434401080278,1.0288013708455368,0,2,1,2,2
280,0,10613.518558776272,39,9,1.4609810997760448,0.09999632131471073,3,3,0,2,1
281,0,16647.13487680305,33,6,1.5512061373076502,0.2587231710360027,3,2,0,0,2
282,0,5554.012308984868,29,12,0.36093674913612384,0.3222566017700554,2,2,1,2,0
283,0,5341.05474275804,60,13,1.09056018494229,0.3367957122070436,3,1,4,0,1
284,0,2972.2442756696664,50,3,0.5850303891186635,0.7069175495041886,4,0,2,1,0
285,1,10135.53323471562,29,10,1.3565929472754283,0.5287017895586711,0,3,2,0,2
286,0,5400.051563690058,51,4,0.5059350599097615,0.10664223791673308,0,3,1,1,2
287,1,4479.883613603899,40,13,1.241385991094154,0.4796562592285073,1,0,2,2,2
288,1,3612.0692869345658,23,4,0.5337119152979777,0.6523158910252828,3,2,3,1,2
289,1,5652.403890383919,42,4,0.9689443978309034,0.16692268833927337,4,1,4,2,0
290,0,508.89764750844097,29,10,1.7126989954575265,1.0084773368568436,4,1,3,0,0
291,0,2296.109647394049,32,11,0.7482228153759386,0.10975614643486989,2,3,3,1,2
292,1,4053.7375288610097,62,2,1.588755426137453,1.1135681493707714,2,3,4,1,1
293,0,4420.312798129284,54,8,1.7778057880466207,0.16398011281685682,2,0,2,2,0
294,1,3345.507495280489,27,5,1.5872464429687776,1.0201111943374157,0,1,4,2,2
295,0,10540.820033127158,61,8,0.38197225052968287,1.0880511155167596,2,3,1,1,2
296,0,5776.713177539735,47,8,1.4934189732097771,1.1765062826745816,2,3,0,0,1
297,0,4780.495915549031,62,13,0.15465397167095413,0.9723297623146325,1,0,2,1,2
298,0,15736.243299188418,56,13,0.7686132022888233,0.9463991718870282,3,3,0,0,0
299,0,9716.303297278586,36,9,1.5802467346403686,0.7888557673948797,4,1,0,1,0
300,0,11388.465367429933,46,9,1.2708787616918638,0.9458458077648483,1,2,4,0,0
301,0,9020.251405820223,45,12,1.0056587264743928,0.20473503967511913,4,0,3,1,1
302,0,6134.6292751259925,54,3,0.7593688426404549,0.6664782413397828,0,2,1,0,0
303,0,7472.389664324072,32,10,1.4809048089994863,0.6413563007189765,4,2,4,0,0
304,0,2570.920176590761,36,11,1.3062492867119755,1.036207965740941,3,2,0,0,2
305,0,1343.637083410852,32,2,0.8962890433466446,0.5822192704325432,1,3,1,2,2
306,1,6534.226237077076,34,12,1.6172233732564216,0.49285292051540647,3,3,3,2,2
307,1,972.9050396867922,28,10,0.49091163029167506,0.7854977619226765,1,3,1,2,2
308,0,5218.458150517722,22,5,0.3896655655696623,0.35643281512597297,3,2,3,0,2
309,0,757.5249857316867,65,7,1.1927663993670885,0.2107336725970504,0,3,4,1,1
310,1,5340.519047790729,24,7,1.7523903825930096,0.5995588651273076,1,2,0,2,1
